Variable.Name,sample_vardesc,sample_tablename,epcf,n,category,subcategory
SSCYRRPS,cytoplasm rods/rings positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYRRSG,cytoplasm rods/rings signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYSPS,cytoplasm speckled positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYT,total cytoplasm intensity,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSCYTSG,cytoplasm speckled signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSDA1_N,Docosanoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSDBUP,Dibutyl phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDBUPL,Dibutyl phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDBZP,Dibenzyl phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDBZPL,Dibenzyl phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDCP,Di-cresyl phosphates (ug/L),Flame Retardants - Urine  (Surplus),e,2,pollutant,phosphate
SSDCPL,Di-cresyl phosphates (µg/L) cmt code,Flame Retardants - Urine  (Surplus),e,2,pollutant,phosphate
SSDE1_N,Docosenoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSDFSE,Dense fine speckled EIS unit,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),p,1,autoantibody,
SSDFSR,Dense fine speckled result,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),p,1,autoantibody,
SSDFSS,Dense fine speckled signal,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),p,1,autoantibody,
SSDHA_N,Docosahexaenoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSDOCP,Di-o-cresyl phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,1,pollutant,phosphate
SSDOCPL,Di-o-cresyl phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,1,pollutant,phosphate
SSDONA,"Dodecafluoro-3H-4,8-dioxanoate",Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSDONAL,"Dodecafluoro-3H-4,8-dioxanoate comment code",Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSDP3_N,Docosapentaenoic-3 acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSDP6_N,Docosapentaenoic-6 acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSDPCP,Di-p-cresyl phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,1,pollutant,phosphate
SSDPCPL,Di-p-cresyl phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,1,pollutant,phosphate
SSDPHP,Diphenyl phosphate (ug/L),Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDPHPL,Diphenyl phosphate comment code,Flame Retardant Metabolites - Urine (Surplus),e,3,pollutant,phosphate
SSDTA_N,Docosatetraenoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSEBV,Epstein Barr Virus result,Epstein-Barr Virus (VCA IgG) - Serum (Surplus),e,4,infection,
SSEBVIND,Epstein Barr Virus index,Epstein-Barr Virus (VCA IgG) - Serum (Surplus),e,4,infection,
SSECPT,Mono2ethyl5carboxypentyl terephth (ug/L),"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSECPTL,Mono2ethyl5carboxypentyl terephth cmt cd,"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSED1_N,Eicosadienoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSEMA,EMA result,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSEMEA,3-(Ethylcarbamoyl)benzoic acid (ug/L),DEET Metabolites - Urine - Surplus,e,1,pollutant,deet
SSEMEAL,3-(Ethylcarbamoyl)benzoic acid Cmt code,DEET Metabolites - Urine - Surplus,e,1,pollutant,deet
SSEN1_N,Eicosenoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSEPA_N,Eicosapentaenoic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSEPAH,2(N-ethyl-perfluor sulfon)ac.acid(ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSEPAHL,2(N ethyl-perfluor sulfon)ac.acid Cmt cd,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSFHA,Pertussis Filamentous hemagglutinin antibody IU/mL,Pertussis and tetanus – Serum (Surplus),e,1,infection,
SSFHAL,Pertussis Filamentous hemag ab comment code,Pertussis and tetanus – Serum (Surplus),e,1,infection,
SSFHPS,Perfluoro-1-heptanesulfonate,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSFHPSL,Perfluoro-1-heptanesulfonate comment code,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSFIM,Pertussis Fimbriae antibody IU/mL,Pertussis and tetanus – Serum (Surplus),e,1,infection,
SSFIML,Pertussis Fimbriae antibody comment code,Pertussis and tetanus – Serum (Surplus),e,1,infection,
SSFOL,Folic Acid ng/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSFOLSI,Folic Acid pmol/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSFOLTOT,Total Folate ng/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSFOLTSI,Total Folate pmol/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSFPEA,Perfluoropentanoic acid (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSFPEAL,Perfluoropentanoic acid (ng/mL) Comment code,Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSGAM,Gamma,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSGENX,GenX,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSGENXL,GenX comment code,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),e,2,pollutant,polyfluoro
SSGI1C1,Antibody con. in dup. 1 for GI.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGI1C2,Antibody con. in dup. 2 for GI.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGI1CM,Mean antibody concentration for GI.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGI1OD1,Optical density in dup. 1 for GI.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGI1OD2,Optical density in dup. 2 for GI.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGI1ODM,Mean optical density for GI.1 antigen,Norovirus antibody - Serum,e,2,infection,
SSGI4C1,Antibody con. in dup. 1 for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGI4C2,Antibody con. in dup. 2 for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGI4CM,Mean antibody concentration for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGI4OD1,Optical density in dup. 1 for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGI4OD2,Optical density in dup. 2 for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGI4ODM,Mean optical density for GI.4 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3C1,Antibody con. in dup. 1 for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3C2,Antibody con. in dup. 2 for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3CM,Mean antibody con. for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3O1,Optical density in dup. 1 for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3O2,Optical density in dup. 2 for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGII3OM,Mean optical density for GII.3 ag,Norovirus antibody - Serum,e,2,infection,
SSGIV1C1,Antibody conc. in dup. 1 for GIV.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGIV1C2,Antibody conc. in dup. 2 for GIV.1 ag,Norovirus antibody - Serum,e,2,infection,
SSGIV1CM,Mean antibody conc. for GIV.1 antigen,Norovirus antibody - Serum,e,2,infection,
SSGIV1O1,OD in duplicate 1 for GIV.1 antigen,Norovirus antibody - Serum,e,2,infection,
SSGIV1O2,OD in duplicate 2 for GIV.1 antigen,Norovirus antibody - Serum,e,2,infection,
SSGIV1OM,Mean OD for GIV.1 antigen,Norovirus antibody - Serum,e,2,infection,
SSGLA_N,gamma-Linolenic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSGLYP,Glyphosate,Glyphosate (GLYP) - Urine,e,2,pollutant,glyphosate
SSGLYPL,Glyphosate comment code,Glyphosate (GLYP) - Urine,e,2,pollutant,glyphosate
SSHCVGEN,Hepatitis C genotype,Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus),e,1,infection,
SSHCVRNA,Hepatitis C RNA,Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus),e,1,infection,
SSHE4,Human epididymal. secretory protein pM,Human epididymal secretory protein E4 (HE4) - Serum (Surplus),p,1,biochemistry,
SSHE4I,HE4 IgG index,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSHE4L,HE4 IgG luminescent units,"Cancer antigen CA125, CA15.3 and HE4 IgG antibodies - Serum (Surplus)",p,1,biochemistry,cancer
SSHGL_N,homo-gamma-Linolenic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSHMFA,5-Hydroxymethyl-2-furancarboxylic acid (ng/mL),Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSHMFAL,5-Hydroxymethyl-2-furancarboxylic acid comment code,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSHMFG,5-Hydroxymethyl-2-furoylglycine (ng/mL),Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSHMFGL,5-Hydroxymethyl-2-furoylglycine comment code,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSHPTYPE,Oral HPV type,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus),e,1,infection,
SSHPVCEL,Oral HPV Cell Number,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus),e,1,infection,
SSHPVLD,Oral HPV viral load,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus),e,1,infection,
SSHPVNLD,Oral HPV normal viral load,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus),e,1,infection,
SSII4FC1,Ab dup 1 for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4FC2,Ab dup 2 for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4FCM,Mean Ab for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4FO1,OD_dup 1 for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4FO2,OD_dup 2 for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4FOM,Mean OD for GII.4 Farmington Hills ag,Norovirus antibody - Serum,e,2,infection,
SSII4NC1,Ab in dup 1 for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4NC2,Ab in dup 2 for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4NCM,Mean Ab conc. for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4NO1,OD in dup. 1 for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4NO2,OD in dup. 2 for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4NOM,Mean OD for GII.4 New Orleans ag,Norovirus antibody - Serum,e,2,infection,
SSII4UC1,Ab con in dup 1 for GII.4 US95/96 ag,Norovirus antibody - Serum,e,2,infection,
SSII4UC2,Ab con in dup 2 for GII.4 US95/96 ag,Norovirus antibody - Serum,e,2,infection,
SSII4UCM,Mean Ab conc. for GII.4 US95/96 antigen,Norovirus antibody - Serum,e,2,infection,
SSII4UO1,OD in dup 1 for GII.4 US95/96 antigen,Norovirus antibody - Serum,e,2,infection,
SSII4UO2,OD in dup 2 for GII.4 US95/96 antigen,Norovirus antibody - Serum,e,2,infection,
SSII4UOM,Mean OD for GII.4 US95/96 antigen,Norovirus antibody - Serum,e,2,infection,
SSIMID,Imidacloprid (ug/L),Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSIMIDLC,Imidacloprid (ug/L) Cmt code,Neonicotinoids - Urine - Surplus,e,1,pollutant,
SSIMP,PEL_Impression,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSINHBIN,Inhibin B (pg/ml),Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),p,3,biochemistry,hormone
SSIPPP,2(isopropyl)phenyl)phenyl phosphate (ug/L),Flame Retardants - Urine (Surplus),e,1,pollutant,phosphate
SSIPPPL,2(isopropyl)phenyl)phenyl phosphate comment code,Flame Retardants - Urine (Surplus),e,1,pollutant,phosphate
SSIS,Flag:Insufficient sample,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSISR,Specimen Index ratio,Mumps Antibody - Serum (Surplus),e,3,infection,
SSK_FLC,Kappa FLC,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSK_FLCX,Denotes imprecise kappa (n=2),Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSKL_R,K/L Ratio,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSKL_RX,Denotes imprecise k/l (n=2),Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSKLOTH,Klotho (pg/ml),Klotho - Serum (Surplus),p,5,biochemistry,
SSL_FLC,Lambda FLC,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),p,3,biochemistry,
SSLG1_N,Lignoceric acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSLNA_N,Linoleic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSMEL,Melamine,Melamine - Urine (Surplus),e,1,pollutant,amine
SSMET,Methyltetrahydrofolate ng/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSMETSI,Methyltetrahydrofolate pmol/ml,Folic Acid - Unmetabolized (Surplus),p,1,biochemistry,nutritional status
SSMFOS,Monomethyl branched isomers of PFOS (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSMFOSL,Monomethyl branched isomers of PFOS (ng/mL) Comment code,Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSMHHT,Mono2ethyl5hydroxyhexyl terephth (ug/L),"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSMHHTL,Mono2ethy-5hydroxyhexyl terephth cmt cd,"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSMICHP,mitotic chromosomes positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMICHS,mitotic chromosomes signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMISFPS,mitotic spindle fibers positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMISFSG,mitotic spindle fibers signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSML1_N,Myristoleic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSMONP,Monooxoisononyl phthalate (ug/L),"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSMONPL,Monooxoisononyl phthalate cmt cd,"Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)",e,1,pollutant,phenols
SSMPAH,2(N-methyl-perfluor sulfon)acid (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSMPAHL,2(N-methyl-perfluor sulfon)ac.acid Cmt cd,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSMPFOS,Monomethyl br. isomers of PFOS (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,2,pollutant,polyfluoro
SSMPFOSL,Monomethyl br. isomers of PFOS cmt cd,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,e,1,pollutant,polyfluoro
SSMR1_N,Myristic acid (micromol/L),Fatty Acids - Plasma (Surplus),e,1,nutrients,dietary biomarker
SSMSI,maxim signal intensity,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTBRPS,mitotic intracellular bridge positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTBRSG,mitotic intracellular bridge signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTCNPS,mitotic centrosome positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTCNSG,mitotic centrosome signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTNMPS,mitotic NuMa positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMTNMSG,mitotic NuMa signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSMUCA,"trans, trans-Muconic acid (ng/mL)",Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSMUCAL,"trans, trans-Muconic acid comment code",Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSMUMPS,Antibody to mumps,Mumps Antibody - Serum (Surplus),e,3,infection,
SSN2FG,N-2-Furoylglycine (ng/mL),Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSN2FGL,N-2-Furoylglycine comment code,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),e,1,pollutant,VOC
SSNDFSPS,nucleus dense fine speckles positive,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSNDSPSG,nucleus dense fine speckles signal,Autoantibodies - Immunofluorescence Analyses (Surplus),p,1,autoantibody,
SSNFLH,Serum neurofilament above detect limit,Serum Neurofilament Light Chain - Serum,e,1,infection,
SSNFLL,Serum neurofilament below detect limit,Serum Neurofilament Light Chain - Serum,p,1,biochemistry,
SSNFOA,Linear perfluorooctanoate (ng/mL),Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
SSNFOAL,Linear perfluorooctanoate (ng/mL) Comment code,Perfluoroalkyl and Polyfluoroalkyl Substances,e,1,pollutant,polyfluoro
