Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
RHQ564,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,4,
RHQ572,How old {were you/was SP} when {you/she} first started taking pills contain,RHQ,Reproductive Health,4,
RHQ582,How old {were you/was SP} when {you/she} first started using patches contai,RHQ,Reproductive Health,4,
RHQ598,How old {were you/was SP} when {you/she} first started using patches contai,RHQ,Reproductive Health,4,
RHD170,How many of {your/her} pregnancies resulted in a live birth?,RHQ,Reproductive Health,3,
RHD120,"In the last 6 months, how often {have you/has SP} had hot flashes or night ",RHQ,Reproductive Health,2,
RHD130,The next questions are about {your/SP's} pregnancy history. {Have you/Has S,RHQ,Reproductive Health,2,
RHD350,"{Have you/Has SP} ever had both of {your/her} (Fallopian) tubes tied, cut, ",RHQ,Reproductive Health,2,
RHD440,{Are you/Is SP} taking birth control pills now?,RHQ,Reproductive Health,2,
RHD470,Please look at this chart and show me the brand of pills that {you/SP} {cur,RHQ,Reproductive Health,2,
RHQ030,{Have you/Has SP} had regular periods in the past 12 months? {Please do not,RHQ,Reproductive Health,2,
RHQ040,What is the reason that {you have/SP has} not had regular periods in the pa,RHQ,Reproductive Health,2,
RHQ050,When did {you/SP} have {your/her} last period? PROBE: How many years or mon,RHQ,Reproductive Health,2,
RHQ090,The next questions are about symptoms that can be associated with menopause,RHQ,Reproductive Health,2,
RHQ100,"During the last 5 years, has {your/SP's} menstrual flow or bleeding become.",RHQ,Reproductive Health,2,
RHQ110,"In the last 6 months, {have you/has SP} had hot flashes or night sweats?",RHQ,Reproductive Health,2,
RHQ240A,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ240B,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ240C,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ240D,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ240E,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ240F,What were {your/SP's} reasons for {not breast feeding {your/her} child at l,RHQ,Reproductive Health,2,
RHQ290,How old {were you/was SP} when {you/she} had {your/her} (hysterectomy/uteru,RHQ,Reproductive Health,2,
RHQ450,How old {were you/was SP} when {you/she} stopped taking birth control pills,RHQ,Reproductive Health,2,
RHQ140,{Do you/Does SP} think {you are/he/she is}  pregnant now?,RHQ,Reproductive Health,1,
RHQ150,{The next questions are about {your/SP's} pregnancy history.}  Which month ,RHQ,Reproductive Health,1,
RHQ740,"During the past month, did {you/SP} have any of the following problems: vag",RHQ_B,Reproductive Health,3,
RHQ750A,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,3,
RHQ750B,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,3,
RHQ750C,Which of these problems did {you/SP} have?,RHQ_B,Reproductive Health,3,
RHQ700,"During the past month, {have you/has SP} used any of the following products",RHQ_B,Reproductive Health,2,
RHQ710A,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710B,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710C,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710D,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710E,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710F,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ710G,Which of these products did {you/SP} use?,RHQ_B,Reproductive Health,2,
RHQ720,"During the past 6 months, did {you/SP} douche?  By douching, we mean puttin",RHQ_B,Reproductive Health,2,
RHQ730,"During the past 6 months, how often did {you/SP} douche?  Would you say ...",RHQ_B,Reproductive Health,2,
RHQ141,{Do you/Does SP} think {you are/he/she is}  pregnant now?,RHQ_B,Reproductive Health,1,
RHQ151,{The next questions are about {your/SP's} pregnancy history.}  Which month ,RHQ_B,Reproductive Health,1,
RHD143,{Are you/Is SP} pregnant now?,RHQ_C,Reproductive Health,8,
RHQ031,{Have you/Has SP} had at least one menstrual period in the past 12 months? ,RHQ_C,Reproductive Health,8,
RHQ131,The next questions are about {your/SP's} pregnancy history. {Have you/Has S,RHQ_C,Reproductive Health,8,
RHQ291,How old {were you/was SP} when {you/she} had {your/her} (hysterectomy/uteru,RHQ_C,Reproductive Health,8,
RHD042,What is the reason that {you have/SP has} not had a period in the past 12 m,RHQ_C,Reproductive Health,5,
RHD152,Which month of pregnancy {are you/is she} in?,RHQ_C,Reproductive Health,5,
RHD442,{Are you/Is SP} taking birth control pills now?,RHQ_C,Reproductive Health,5,
RHD451,How old {were you/was SP} when {you/she} stopped taking birth control pills,RHQ_C,Reproductive Health,2,
RHQ051,When did {you/SP} have {your/her} last period? PROBE: How many months ago w,RHQ_C,Reproductive Health,2,
RHQ166,How many vaginal deliveries {have you/has SP} had?  {Please count stillbirt,RHQ_D,Reproductive Health,7,
RHQ169,How many cesarean deliveries {have you/has SP} had?  (Cesarean deliveries a,RHQ_D,Reproductive Health,7,
RHQ171,How many of {your/her} deliveries resulted {Did {your/her} delivery result},RHQ_D,Reproductive Health,7,
RHQ395,{Do you/Does SP} experience bulging or something falling out that {you/she},RHQ_D,Reproductive Health,4,
RHD173,How old {were you/was SP} when {you/she} delivered a baby that weighed 9 po,RHQ_E,Reproductive Health,6,
RHD180,How old {were you/was SP} at the time of {your/her} first live birth?,RHQ_E,Reproductive Health,6,
RHD190,How old {were you/was SP} at the time of {your/her} last live birth?,RHQ_E,Reproductive Health,6,
RHQ162,"During {any/your/SP's} pregnancy, {were you/was SP} ever told by a doctor o",RHQ_E,Reproductive Health,6,
RHQ163,How old {were you/was SP} when {you were/she was} first told {you/she} had ,RHQ_E,Reproductive Health,6,
RHQ172,{Did {your/SP's} delivery/Did any of {your/SP's} deliveries} result in a ba,RHQ_E,Reproductive Health,6,
RHQ197,How many months ago did {you/SP} have {your/her} baby?,RHQ_E,Reproductive Health,6,
RHQ305,{Have you/Has SP} had both of {your/her} ovaries removed (either when {you/,RHQ_E,Reproductive Health,6,
RHQ332,How old {were you/was SP} when {you/she} had {your/her} ovaries removed or ,RHQ_E,Reproductive Health,6,
RHQ205,Did {you/SP} breast feed {{your/her} child/any of {your/her} children} for ,RHQ_E,Reproductive Health,3,
RHD043,What is the reason that {you have/SP has} not had a period in the past 12 m,RHQ_H,Reproductive Health,3,
RHQ074,The next questions are about {your/SP's} pregnancy history. {Have you/Has S,RHQ_H,Reproductive Health,3,
RHQ076,{Have you/Has SP} ever been to a doctor or other medical provider because {,RHQ_H,Reproductive Health,3,
RHQ078,{Have you/Has SP} ever been treated for an infection in {your/her} fallopia,RHQ_H,Reproductive Health,3,
RHQ542A,Which forms of female hormones {have you/has SP} used.,RHQ_H,Reproductive Health,3,
RHQ542B,Which forms of female hormones {have you/has SP} used.,RHQ_H,Reproductive Health,3,
RHQ542C,Which forms of female hormones {have you/has SP} used.,RHQ_H,Reproductive Health,3,
RHQ542D,Which forms of female hormones {have you/has SP} used.,RHQ_H,Reproductive Health,3,
SMD030,How old {were you/was SP} when {you/s/he} first started to smoke cigarettes,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,1
SMD057,"At that time, about how many cigarettes did {you/SP} usually smoke per day?",SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,1
SMD100BR,Cigarette Brand/sub-brand,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100CO,FTC Carbon Monoxide Content,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100FL,Filter type,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100LN,Length in Millimeters,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100MN,CIGARETTE PRODUCT MENTHOLATED OR NON-MENTHOLATED,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100NI,FTC Nicotine Content,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD100TR,FTC Tar Content,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMQ020,These next questions are about cigarette smoking and other tobacco use. {Ha,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMQ040,{Do you/Does SP} now smoke cigarettes . .,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,1
SMQ050Q,How long has it been since {you/SP} quit smoking cigarettes?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,1
SMQ050U,UNIT OF MEASURE,SMQ,Smoking - Cigarette/Tobacco Use - Adult,10,
SMD055,How old {were you/was SP} when {you/s/he} last smoked cigarettes {fairly re,SMQ,Smoking - Cigarette/Tobacco Use - Adult,9,1
SMD070,"On average, how many cigarettes {do you/does SP} now smoke per day?",SMQ,Smoking - Cigarette/Tobacco Use - Adult,4,1
SMD075,For about how many years {have you/has SP} smoked this amount?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,4,1
SMD130,How old {were you/was SP} when {you/s/he} first started to smoke a pipe fai,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD160,How old {were you/was SP} when {you/s/he} first started to smoke a cigar fa,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD190,How old {were you/was SP} when {you/s/he} first started to use snuff fairly,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD203,"How many ""pinches"", ""dips"" or ""rubs"" of snuff {do you/does SP} use per day?",SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD220,How old {were you/was SP} when {you/s/he} first started to use chewing toba,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD233,"How many ""plugs"", ""wads"" or ""chaws"" of chewing tobacco {do you/does SP} use",SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD235,For about how many years {have you/has SP} used this amount?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ120,{Have you/Has SP} smoked a pipe at least 20 times in {your/his/her} entire ,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ140,{Do you/Does SP} now smoke a pipe . . .,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ143,How many pipefuls of tobacco {do you/does SP} smoke per day?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ145,For about how many years {have you/has SP} smoked this amount?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ150,{Have you/Has SP} smoked a cigar at least 20 times in {your/his/her} entire,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ170,{Do you/Does SP} now smoke a cigar . . .,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ173,How many cigars {do you/does SP} smoke per day?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ175,For about how many years {have you/has SP} smoked this amount?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ180,"{Have you/Has SP} used snuff, such as Skoal, Skoal Bandit, or Copenhagen at",SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ200,{Do you/Does SP} now use snuff . . .,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ205,For about how many years {have you/has SP} used this amount?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ210,"{Have you/Has SP} used chewing tobacco, such as Redman, Levi Garrett or Bee",SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMQ230,{Do you/Does SP} now use chewing tobacco . . .,SMQ,Smoking - Cigarette/Tobacco Use - Adult,3,
SMD080,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ,Smoking - Cigarette/Tobacco Use - Adult,2,
SMD090,"During the past 30 days, on the days that {you/SP} smoked, about how many c",SMQ,Smoking - Cigarette/Tobacco Use - Adult,2,
SMDUPCA,Cigarette 12-digit Universal Product Code (UPC),SMQ_B,Smoking - Cigarette/Tobacco Use - Adult,9,
SMQ077,How soon after you wake up do you smoke? Would you say...,SMQ_B,Smoking - Cigarette/Tobacco Use - Adult,8,
SMD092,May I please see the pack for the brand of cigarettes {you usually smoke/SP,SMQ_B,Smoking - Cigarette/Tobacco Use - Adult,1,
SMD093,May I please see the pack for the brand of cigarettes {you usually smoke/SP,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,8,
SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,8,1
SMD650,"During the past 30 days, on the days that {you/SP} smoked, about how many c",SMQ_C,Smoking - Cigarette/Tobacco Use - Adult,8,1
SMD630,How old were you when you smoked a whole cigarette for the first time?,SMQ_D,Smoking - Cigarette Use,10,1
SMQ670,"During the past 12 months, have you stopped smoking for one day or longer b",SMQ_D,Smoking - Cigarette Use,10,1
SMAQUEX2,Questionnaire Mode Flag,SMQ_D,Smoking - Cigarette Use,7,
SMQ660,"During the past 30 days, on the days that you smoked, which brand of cigare",SMQ_D,Smoking - Cigarette Use,7,
SMQ664B,{Were/Was} the Benson and Hedges cigarettes menthol or non-menthol?,SMQ_D,Smoking - Cigarette Use,7,
SMQ664C,{Were/Was} the Camel cigarettes menthol or non-menthol?,SMQ_D,Smoking - Cigarette Use,7,
SMQ664M,{Were/Was} the Marlboro cigarettes menthol or non-menthol?,SMQ_D,Smoking - Cigarette Use,7,
SMQ664O,{Were/Was} the other brand cigarettes menthol or non-menthol?,SMQ_D,Smoking - Cigarette Use,7,
SMQ664W,{Were/Was} the Winston cigarettes menthol or non-menthol?,SMQ_D,Smoking - Cigarette Use,7,
SMQ620,The following questions are about cigarette smoking and other tobacco use. ,SMQ_D,Smoking - Cigarette Use,6,
SMQ666B,"{Were/Was} the Benson and Hedges cigarettes regulars, lights, or ultra-ligh",SMQ_D,Smoking - Cigarette Use,6,
SMQ666C,"{Were/Was} the Camel cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ666K,"{Were/Was} the Kool cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ666M,"{Were/Was} the Marlboro cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ666O,"{Were/Was} the other brand cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ666S,"{Were/Was} the Salem cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ666W,"{Were/Was} the Winston cigarettes regulars, lights, or ultra-lights?",SMQ_D,Smoking - Cigarette Use,6,
SMQ621,The following questions are about cigarette smoking and other tobacco use. ,SMQ_G,Smoking - Cigarette Use,4,1
SMQ078,How soon after you wake up do you smoke?  Would you say . . .,SMQ_H,Smoking - Cigarette Use,3,
SMQ661,"During the past 30 days, on the days that you smoked, which brand of cigare",SMQ_H,Smoking - Cigarette Use,3,
SMQ665A,Please select the Marlboro pack that looks most like the brand that you smo,SMQ_H,Smoking - Cigarette Use,3,
SMQ665B,Please select the Camel pack that looks most like the brand that you smoke.,SMQ_H,Smoking - Cigarette Use,3,
SMQ665C,Please select the Newport pack that looks most like the brand that you smok,SMQ_H,Smoking - Cigarette Use,3,
SMQ665D,Please select the pack that looks most like the brand that you smoke. If th,SMQ_H,Smoking - Cigarette Use,3,
SMQ848,"During the past 12 months, how many times {have you/has SP} stopped smoking",SMQ_H,Smoking - Cigarette Use,3,
SMQ852Q,"The last time {you/SP} tried to quit, how long {were you/was he/was she} ab",SMQ_H,Smoking - Cigarette Use,3,
SMQ852U,"The last time {you/SP} tried to quit, how long {were you/was he/was she} ab",SMQ_H,Smoking - Cigarette Use,3,
SMQ890,"{Have you/Has SP} ever smoked a regular cigar, cigarillo or little filtered",SMQ_I,Smoking - Cigarette Use,2,
SMQ895,"During the past 30 days, on how many days did {you/SP} smoke a regular ciga",SMQ_I,Smoking - Cigarette Use,2,
SMQ900,The next question is about e-cigarettes. These are battery-powered devices ,SMQ_I,Smoking - Cigarette Use,2,
SMQ905,"During the past 30 days, on how many days did {you/SP} use e-cigarettes?",SMQ_I,Smoking - Cigarette Use,2,
SMQ910,Smokeless tobacco products are placed in the mouth and nose and include che,SMQ_I,Smoking - Cigarette Use,2,
SMQ915,"During the past 30 days, on how many days did {you/SP} use smokeless tobacc",SMQ_I,Smoking - Cigarette Use,2,
SMQ080,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ_I,Smoking - Cigarette Use,1,
SMQ925,{Have you/Has SP} ever smoked a cigarette even one time?,SMQ_I,Smoking - Cigarette Use,1,
SMQ930,How old {were you/was SP} the first time {you/he/she} smoked all or part of,SMQ_I,Smoking - Cigarette Use,1,
SMQ935,{Do you/Does SP} now smoke cigarettes?,SMQ_I,Smoking - Cigarette Use,1,
SMD410,I would now like to ask you a few questions about smoking.   Does anyone wh,SMQFAM,Smoking - Household Smokers,7,
SMD415,Total number of smokers in home,SMQFAM,Smoking - Household Smokers,7,1
SMD415A,Total # of cigarette smokers in home,SMQFAM,Smoking - Household Smokers,7,1
SMD430,How many cigarettes per day {do you/does PERSON} usually smoke anywhere ins,SMQFAM,Smoking - Household Smokers,7,
SMD415B,Total # of cigar smokers in home,SMQFAM,Smoking - Household Smokers,3,
SMD415C,Total # of pipe smokers in home,SMQFAM,Smoking - Household Smokers,3,
SMD440,How many cigars per day {do you/does PERSON} usually smoke anywhere inside ,SMQFAM,Smoking - Household Smokers,3,
SMD450,How many pipes per day {do you/does PERSON} usually smoke anywhere inside t,SMQFAM,Smoking - Household Smokers,3,
SMD460,Now I would like to ask you a few questions about smoking in this home.  Ho,SMQFAM_H,Smoking - Household Smokers,3,
SMD470,"Not counting decks, porches, or detached garages, how many people who live ",SMQFAM_H,Smoking - Household Smokers,3,
SMD480,"(Not counting decks, porches, or detached garages) During the past 7 days, ",SMQFAM_H,Smoking - Household Smokers,3,
SMAQUEX,Questionnaire source flag for weighting.,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,13,
SMQ690E,Which of these products did {you/he/she} use?,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,10,
SMQ725,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,10,1
SMQ817,"During the past 5 days {including today}, on how many days did {you/he/she}",SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,10,1
SMQ840,When did {you/he/she} last use a product containing nicotine? Was it...,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,10,1
SMQ755,When did {you/he/she} smoke {your/his/her} last pipe? Was it...,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,7,
SMQ785,When did {you/he/she} smoke {your/his/her} last cigar? Was it...,SMQMEC,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,7,
